timestamp,type,says,basketValueGross,overallBasketSavings,basketValueNet,numberOfItems,payment_type,payment_category,payment_amount,customerId,requestId
2024-06-20 12:45:53.378,IN_STORE,NA,3.4,1.65,3.4,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-11-08 17:36:00.408,IN_STORE,NA,22.75,1.25,19.55,22,MastercardDebit,MastercardDebit,19.55,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-01-31 18:03:17.345,IN_STORE,NA,53.19,,53.19,1,Amex,Amex,53.19,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-07-08 20:39:30.089,IN_STORE,NA,3.46,,3.46,4,AMERICAN EXPRESS,AMERICAN EXPRESS,3.46,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-12-03 13:44:02.208,IN_STORE,NA,17.12,1.4,17.12,6,AMERICAN EXPRESS,AMERICAN EXPRESS,17.12,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-27 19:12:23.868,IN_STORE,NA,1.7,,1.7,1,MastercardDebit,MastercardDebit,1.7,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-10-03 12:36:50.077,IN_STORE,NA,2.85,,2.85,3,Amex,Amex,2.85,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-09-05 12:04:49.619,IN_STORE,NA,2.0,,2.0,1,MastercardDebit,MastercardDebit,2.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-04-23 19:12:21.673,IN_STORE,NA,18.2,0.7,12.91,21,MastercardDebit,MastercardDebit,12.91,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-29 20:27:19.972,IN_STORE,NA,15.0,3.0,12.0,1,VisaDebit,VisaDebit,12.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-17 17:21:27.286,IN_STORE,NA,7.25,1.5,5.75,5,VisaDebit,VisaDebit,5.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-05-02 10:00:22.245,IN_STORE,NA,21.0,1.0,21.0,6,Amex,Amex,21.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-12-31 09:32:30.703,IN_STORE,NA,15.9,0.65,15.9,7,AMERICAN EXPRESS,AMERICAN EXPRESS,15.9,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-03-16 14:51:14.167,IN_STORE,NA,1.4,,1.4,1,AMERICAN EXPRESS,AMERICAN EXPRESS,1.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-06-30 13:18:53.703,IN_STORE,NA,7.35,2.0,7.35,6,Amex,Amex,7.35,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-28 17:03:23.378,IN_STORE,NA,7.5,1.5,7.5,1,Amex,Amex,7.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-05 19:41:17.860,IN_STORE,NA,3.1,,3.1,1,MastercardDebit,MastercardDebit,3.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-13 20:29:48.941,IN_STORE,NA,23.75,4.95,15.14,14,MastercardDebit,MastercardDebit,15.14,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-04-28 16:17:48.672,IN_STORE,NA,11.8,,11.8,8,Amex,Amex,11.8,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-22 16:01:42.951,IN_STORE,NA,8.41,0.25,8.41,5,AMERICAN EXPRESS,AMERICAN EXPRESS,8.41,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-04 17:17:44.479,IN_STORE,NA,28.25,3.42,18.93,16,MastercardDebit,MastercardDebit,18.93,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-05-29 13:44:53.787,IN_STORE,NA,7.85,,7.85,4,Amex,Amex,7.85,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-07 09:56:54.284,IN_STORE,NA,8.2,0.35,8.2,4,Amex,Amex,8.2,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-02 19:03:01.822,IN_STORE,NA,7.33,1.5,5.83,3,MastercardDebit,MastercardDebit,5.83,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-05-09 22:31:48.657,IN_STORE,NA,4.35,2.15,4.35,4,Amex,Amex,4.35,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-04-26 21:06:16.010,IN_STORE,NA,6.65,,6.65,4,Amex,Amex,6.65,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-03-05 19:41:13.423,IN_STORE,NA,3.2,,3.2,4,Amex,Amex,3.2,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-14 18:12:54.910,IN_STORE,NA,22.3,4.5,17.8,4,MastercardDebit,MastercardDebit,17.8,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-05-20 18:00:14.857,IN_STORE,NA,27.07,0.06,23.19,30,MastercardDebit,MastercardDebit,23.19,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-01-08 15:44:39.930,IN_STORE,NA,4.65,2.35,4.65,4,AMERICAN EXPRESS,AMERICAN EXPRESS,4.65,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-09-24 09:05:34.330,IN_STORE,NA,17.47,,17.47,14,MastercardDebit,MastercardDebit,17.47,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-08 13:21:21.859,IN_STORE,NA,5.0,2.35,5.0,3,Amex,Amex,5.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-08-02 17:58:18.182,IN_STORE,NA,13.52,,13.52,6,VisaDebit,VisaDebit,13.52,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-02 13:20:29.937,IN_STORE,NA,13.36,,13.36,19,Amex,Amex,13.36,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-24 13:33:19.645,IN_STORE,NA,11.2,2.2,11.2,9,MastercardDebit,MastercardDebit,11.2,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-08-14 21:36:37.262,IN_STORE,NA,21.7,6.2,15.5,2,VisaCredit,VisaCredit,15.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-22 19:17:22.234,IN_STORE,NA,0.65,,0.65,1,MastercardDebit,MastercardDebit,0.65,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-13 20:50:39.250,IN_STORE,NA,1.08,,1.08,2,MastercardDebit,MastercardDebit,1.08,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-01-26 19:21:21.128,IN_STORE,NA,13.05,0.5,13.05,5,AMERICAN EXPRESS,AMERICAN EXPRESS,13.05,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-06-01 09:37:22.968,IN_STORE,NA,6.25,1.5,4.75,5,MastercardDebit,MastercardDebit,4.75,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-25 14:56:43.060,IN_STORE,NA,5.55,1.01,3.85,4,MastercardDebit,MastercardDebit,3.46,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-10-16 18:45:36.851,IN_STORE,NA,22.33,1.0,22.33,17,Amex,Amex,22.33,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-09-14 10:25:02.403,IN_STORE,NA,20.9,3.8,20.9,12,AMERICAN EXPRESS,AMERICAN EXPRESS,20.9,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-10-17 13:27:44.004,IN_STORE,NA,3.6,2.1,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-05-31 18:45:13.466,IN_STORE,NA,9.9,2.0,9.9,2,Amex,Amex,9.9,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-12-08 12:59:19.586,IN_STORE,NA,3.4,1.99,3.4,3,Amex,Amex,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-01-07 14:08:37.795,IN_STORE,NA,3.6,2.55,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-01-04 19:06:00.289,IN_STORE,NA,102.15,5.85,102.15,78,Amex,Amex,102.15,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-02-24 19:43:59.593,IN_STORE,NA,2.05,,2.05,2,MastercardDebit,MastercardDebit,2.05,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-05-06 16:25:50.801,IN_STORE,NA,26.26,,26.26,26,Amex,Amex,26.26,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-05-29 17:52:59.590,IN_STORE,NA,20.9,0.8,18.46,14,MastercardDebit,MastercardDebit,18.46,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-10-22 14:30:01.383,IN_STORE,NA,6.95,,6.95,4,MastercardDebit,MastercardDebit,6.95,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-05-28 10:54:34.614,IN_STORE,NA,19.99,0.45,19.99,7,Amex,Amex,19.99,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-01-11 12:58:39.166,IN_STORE,NA,6.02,0.7,6.02,4,Amex,Amex,6.02,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-10 18:28:58.376,IN_STORE,NA,51.1,,51.1,1,VisaCredit,VisaCredit,51.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-13 17:45:03.602,IN_STORE,NA,2.09,0.41,2.09,3,Amex,Amex,2.09,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-11-19 12:30:59.192,IN_STORE,NA,4.7,2.7,4.7,4,AMERICAN EXPRESS,AMERICAN EXPRESS,4.7,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-11-26 19:45:58.026,IN_STORE,NA,6.8,,6.8,3,Amex,Amex,6.8,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-03-01 20:34:13.392,IN_STORE,NA,3.6,2.3,3.6,3,AMERICAN EXPRESS,AMERICAN EXPRESS,3.6,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-04-11 14:13:35.432,IN_STORE,NA,34.21,,34.21,1,Amex,Amex,34.21,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-06-05 16:57:46.951,IN_STORE,NA,2.5,,2.5,1,Amex,Amex,2.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2024-01-15 18:38:40.292,IN_STORE,NA,9.9,1.35,9.9,3,Amex,Amex,9.9,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-03-10 18:34:28.352,IN_STORE,NA,16.5,2.0,14.5,2,MastercardDebit,MastercardDebit,14.5,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-07-28 15:58:01.145,IN_STORE,NA,6.1,1.75,6.1,5,MastercardDebit,MastercardDebit,6.1,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2023-11-08 12:48:54.309,IN_STORE,NA,3.4,2.15,3.4,3,Amex,Amex,3.4,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2022-07-29 11:56:19.342,IN_STORE,NA,63.13,,63.13,1,MastercardDebit,MastercardDebit,63.13,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-07-20 13:08:12.742,IN_STORE,NA,11.25,2.0,8.95,6,MastercardDebit,MastercardDebit,8.95,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2025-02-13 16:12:00.723,IN_STORE,NA,52.7,2.2,52.7,7,other,other,35.0,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
2021-09-04 18:16:25.604,IN_STORE,NA,8.3,1.25,6.55,4,MastercardDebit,MastercardDebit,6.55,trn:tesco:uid:uuid:d3145f0e-4538-4446-882a-faceb43ae79c,a4905a90-0ae0-4cf1-8920-e308845da937
